Circuit: * D:\ECE_Projects\Music_Visualizer\Misc\LM324_With_Voltage_Regulator_Example.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00101023 to 0.00101024
Heightened Def Con from 0.00101458 to 0.00101459
Heightened Def Con from 0.00101491 to 0.00101492
Heightened Def Con from 0.00102525 to 0.00102526
Heightened Def Con from 0.00103571 to 0.00103571
Heightened Def Con from 0.00104572 to 0.00104572
Heightened Def Con from 0.00104595 to 0.00104595
Heightened Def Con from 0.00105091 to 0.00105091
Heightened Def Con from 0.00106136 to 0.00106136
Heightened Def Con from 0.00106136 to 0.00106136
Heightened Def Con from 0.00106137 to 0.00106137
Heightened Def Con from 0.00107663 to 0.00107663
Heightened Def Con from 0.00107667 to 0.00107667
Heightened Def Con from 0.00107667 to 0.00107668
Heightened Def Con from 0.00107668 to 0.00107668
Heightened Def Con from 0.00107681 to 0.00107681
Heightened Def Con from 0.0010969 to 0.0010969
Heightened Def Con from 0.00110728 to 0.00110728
Heightened Def Con from 0.00111743 to 0.00111743
Heightened Def Con from 0.00112242 to 0.00112242
Heightened Def Con from 0.00112242 to 0.00112242
Heightened Def Con from 0.00112242 to 0.00112243
Heightened Def Con from 0.00112243 to 0.00112243
Heightened Def Con from 0.00112753 to 0.00112753
Heightened Def Con from 0.00112758 to 0.00112759
Heightened Def Con from 0.00113775 to 0.00113776
Heightened Def Con from 0.00113776 to 0.00113776
Heightened Def Con from 0.00114277 to 0.00114277
Heightened Def Con from 0.00114277 to 0.00114277
Heightened Def Con from 0.00114279 to 0.00114279
Heightened Def Con from 0.00114279 to 0.00114279
Heightened Def Con from 0.00114279 to 0.0011428
Heightened Def Con from 0.0011428 +to 0.0011428
Heightened Def Con from 0.00115296 to 0.00115296
Heightened Def Con from 0.00115296 to 0.00115296
Heightened Def Con from 0.00115297 to 0.00115297
Heightened Def Con from 0.00115297 to 0.00115297
Heightened Def Con from 0.00115302 to 0.00115302
Heightened Def Con from 0.00115782 to 0.00115783
Heightened Def Con from 0.00115802 to 0.00115802
Heightened Def Con from 0.00115803 to 0.00115803
Heightened Def Con from 0.00116298 to 0.00116298
Heightened Def Con from 0.00116316 to 0.00116316
Heightened Def Con from 0.00116316 to 0.00116316
Heightened Def Con from 0.00116317 to 0.00116317
Heightened Def Con from 0.00116829 to 0.00116829
Heightened Def Con from 0.00116834 to 0.00116834
Heightened Def Con from 0.00117334 to 0.00117334
Heightened Def Con from 0.00117336 to 0.00117336
Heightened Def Con from 0.00117838 to 0.00117838
Heightened Def Con from 0.00117838 to 0.00117838
Heightened Def Con from 0.00117838 to 0.00117838
Heightened Def Con from 0.00117838 to 0.00117838
Heightened Def Con from 0.00117838 to 0.00117839
Heightened Def Con from 0.00117839 to 0.00117839
Heightened Def Con from 0.00117841 to 0.00117841
Heightened Def Con from 0.00118353 to 0.00118353
Heightened Def Con from 0.00118353 to 0.00118353
Heightened Def Con from 0.00118353 to 0.00118353
Heightened Def Con from 0.00118353 to 0.00118354
Heightened Def Con from 0.00118356 to 0.00118357
Heightened Def Con from 0.00118419 to 0.00118419
Heightened Def Con from 0.00118421 to 0.00118421
Heightened Def Con from 0.00118421 to 0.00118421
Heightened Def Con from 0.00118421 to 0.00118421
Heightened Def Con from 0.00118422 to 0.00118422
Heightened Def Con from 0.00118423 to 0.00118423
Heightened Def Con from 0.00118423 to 0.00118423
Heightened Def Con from 0.00118423 to 0.00118423
Heightened Def Con from 0.00118423 to 0.00118423
Heightened Def Con from 0.00118861 to 0.00118861
Heightened Def Con from 0.00118866 to 0.00118866
Heightened Def Con from 0.00118866 to 0.00118866
Heightened Def Con from 0.00118866 to 0.00118867
Heightened Def Con from 0.00118867 to 0.00118867
Heightened Def Con from 0.00118867 to 0.00118867
Heightened Def Con from 0.00119373 to 0.00119373
Heightened Def Con from 0.00119873 to 0.00119873
Heightened Def Con from 0.00120383 to 0.00120384
Heightened Def Con from 0.00120384 to 0.00120384
Heightened Def Con from 0.00120877 to 0.00120877
Heightened Def Con from 0.00120882 to 0.00120882
Heightened Def Con from 0.00120884 to 0.00120884
Heightened Def Con from 0.00120884 to 0.00120884
Heightened Def Con from 0.00120884 to 0.00120884
Heightened Def Con from 0.00120885 +to 0.00120885
Heightened Def Con from 0.00120885 to 0.00120885
Heightened Def Con from 0.00120889 to 0.0012089
Heightened Def Con from 0.00120891 +to 0.00120892
Heightened Def Con from 0.00120892 to 0.00120892
Heightened Def Con from 0.00120892 to 0.00120892
Heightened Def Con from 0.00120897 to 0.00120897
Heightened Def Con from 0.00120897 to 0.00120897
Heightened Def Con from 0.00120897 +to 0.00120897
Heightened Def Con from 0.00120897 to 0.00120897
Heightened Def Con from 0.00120959 +to 0.00120959
Heightened Def Con from 0.00120959 to 0.00120959
Heightened Def Con from 0.00120959 to 0.00120959
Heightened Def Con from 0.00121394 +to 0.00121394
Heightened Def Con from 0.00121396 to 0.00121396
Heightened Def Con from 0.00121396 to 0.00121396
Heightened Def Con from 0.0012189 to 0.0012189
Heightened Def Con from 0.0012189 to 0.0012189
Heightened Def Con from 0.00121911 to 0.00121911
Heightened Def Con from 0.00122806 to 0.00122806
Heightened Def Con from 0.00122909 to 0.00122909
Heightened Def Con from 0.00122909 to 0.00122909
Heightened Def Con from 0.00122909 +to 0.00122909
Heightened Def Con from 0.00122909 to 0.00122909
Heightened Def Con from 0.00122925 to 0.00122925
Heightened Def Con from 0.00122925 to 0.00122925
Heightened Def Con from 0.00122925 to 0.00122925
Heightened Def Con from 0.00122931 to 0.00122932
Heightened Def Con from 0.00123958 to 0.00123958
Heightened Def Con from 0.00124961 to 0.00124961
Heightened Def Con from 0.0012547 to 0.0012547
Heightened Def Con from 0.00125484 to 0.00125484
Heightened Def Con from 0.00126505 to 0.00126505
Heightened Def Con from 0.00126506 to 0.00126506
Heightened Def Con from 0.00126506 to 0.00126506
Heightened Def Con from 0.00126998 to 0.00126998
Heightened Def Con from 0.00126998 to 0.00126999
Heightened Def Con from 0.00128041 to 0.00128041
Heightened Def Con from 0.00128042 to 0.00128042
Heightened Def Con from 0.00128042 to 0.00128042
Heightened Def Con from 0.00128042 to 0.00128042
Heightened Def Con from 0.00128534 to 0.00128534
Heightened Def Con from 0.00128555 to 0.00128555
Heightened Def Con from 0.00128555 to 0.00128555
Heightened Def Con from 0.00128555 to 0.00128555
Heightened Def Con from 0.00128555 to 0.00128555
Heightened Def Con from 0.00128555 to 0.00128555
Heightened Def Con from 0.00128558 to 0.00128558
Heightened Def Con from 0.00128559 to 0.00128559
Heightened Def Con from 0.00129045 to 0.00129045
Heightened Def Con from 0.00129046 to 0.00129046
Heightened Def Con from 0.00129577 +to 0.00129577
Heightened Def Con from 0.00130079 to 0.00130079
Heightened Def Con from 0.00130079 to 0.00130079
Heightened Def Con from 0.00131083 to 0.00131083
Heightened Def Con from 0.00131083 to 0.00131083
Heightened Def Con from 0.00131107 to 0.00131107
Heightened Def Con from 0.00131108 to 0.00131108
Heightened Def Con from 0.00131108 to 0.00131108
Heightened Def Con from 0.00132626 to 0.00132626
Heightened Def Con from 0.00133139 to 0.00133139
Heightened Def Con from 0.0013314 to 0.0013314
Heightened Def Con from 0.0013314 to 0.0013314
Heightened Def Con from 0.00134144 to 0.00134144
Heightened Def Con from 0.0013466 to 0.0013466
Heightened Def Con from 0.00134666 to 0.00134666
Heightened Def Con from 0.00134666 to 0.00134667
Heightened Def Con from 0.00134668 to 0.00134668
Heightened Def Con from 0.00134669 +to 0.00134669
Heightened Def Con from 0.00134671 to 0.00134671
Heightened Def Con from 0.00135179 to 0.00135179
Heightened Def Con from 0.00135686 to 0.00135686
Heightened Def Con from 0.00135686 to 0.00135686
Heightened Def Con from 0.00135686 to 0.00135687
Heightened Def Con from 0.00135687 to 0.00135687
Heightened Def Con from 0.00135687 to 0.00135687
Heightened Def Con from 0.00135687 to 0.00135687
Heightened Def Con from 0.0013569 to 0.0013569
Heightened Def Con from 0.0013569 to 0.0013569
Heightened Def Con from 0.00137208 to 0.00137208
Heightened Def Con from 0.00137208 to 0.00137208
Heightened Def Con from 0.0013722 to 0.0013722
Heightened Def Con from 0.0013722 +to 0.0013722
Heightened Def Con from 0.0013722 +to 0.0013722
Heightened Def Con from 0.0013722 to 0.0013722
Heightened Def Con from 0.0013722 to 0.0013722
Heightened Def Con from 0.00137222 to 0.00137222
Heightened Def Con from 0.00137727 to 0.00137728
Heightened Def Con from 0.00138741 to 0.00138741
Heightened Def Con from 0.00138741 to 0.00138741
Heightened Def Con from 0.00138744 to 0.00138744
Heightened Def Con from 0.00138744 +to 0.00138745
Heightened Def Con from 0.00138745 to 0.00138745
Heightened Def Con from 0.00138746 to 0.00138746
Heightened Def Con from 0.00139239 to 0.00139239
Heightened Def Con from 0.00139239 to 0.00139239
Heightened Def Con from 0.00140277 to 0.00140277
Heightened Def Con from 0.00140277 to 0.00140277
Heightened Def Con from 0.00140285 to 0.00140285
Heightened Def Con from 0.00140285 to 0.00140285
Heightened Def Con from 0.00140285 to 0.00140286
Heightened Def Con from 0.00140286 to 0.00140286
Heightened Def Con from 0.00140286 to 0.00140286
Heightened Def Con from 0.00140286 to 0.00140286
Heightened Def Con from 0.00140286 to 0.00140286
Heightened Def Con from 0.00140287 to 0.00140287
Heightened Def Con from 0.00140332 +to 0.00140333
Heightened Def Con from 0.00140793 to 0.00140793
Heightened Def Con from 0.00140793 to 0.00140793
Heightened Def Con from 0.00140793 to 0.00140793
Heightened Def Con from 0.00140793 to 0.00140794
Heightened Def Con from 0.00140794 to 0.00140794
Heightened Def Con from 0.00141299 +to 0.00141299
Heightened Def Con from 0.00141299 to 0.00141299
Heightened Def Con from 0.00141299 to 0.00141299
Heightened Def Con from 0.00141302 to 0.00141302
Heightened Def Con from 0.00141302 +to 0.00141302
Heightened Def Con from 0.00142317 to 0.00142317
Heightened Def Con from 0.00142317 to 0.00142317
Heightened Def Con from 0.00142317 to 0.00142317
Heightened Def Con from 0.00142317 to 0.00142317
Heightened Def Con from 0.0014232 to 0.0014232
Heightened Def Con from 0.0014232 to 0.00142321
Heightened Def Con from 0.0014283 to 0.0014283
Heightened Def Con from 0.00143835 to 0.00143835
Heightened Def Con from 0.00143835 to 0.00143835
Heightened Def Con from 0.00143855 to 0.00143855
Heightened Def Con from 0.00143855 to 0.00143855
Heightened Def Con from 0.00144362 to 0.00144362
Heightened Def Con from 0.00144362 +to 0.00144363
Heightened Def Con from 0.00144363 to 0.00144363
Heightened Def Con from 0.00144365 to 0.00144365
Heightened Def Con from 0.00144365 to 0.00144366
Heightened Def Con from 0.0014488 to 0.0014488
Heightened Def Con from 0.0014488 to 0.0014488
Heightened Def Con from 0.0014537 to 0.00145371
Heightened Def Con from 0.00145392 to 0.00145392
Heightened Def Con from 0.00145903 to 0.00145904
Heightened Def Con from 0.00145904 to 0.00145904
Heightened Def Con from 0.00145904 to 0.00145904
Heightened Def Con from 0.00145904 to 0.00145904
Heightened Def Con from 0.00146409 to 0.00146409
Heightened Def Con from 0.00146409 to 0.00146409
Heightened Def Con from 0.00146409 to 0.00146409
Heightened Def Con from 0.0014641 to 0.0014641
Heightened Def Con from 0.0014641 to 0.00146411
Heightened Def Con from 0.00146412 to 0.00146413
Heightened Def Con from 0.00147466 to 0.00147466
Heightened Def Con from 0.00147943 to 0.00147944
Heightened Def Con from 0.00147944 to 0.00147944
Heightened Def Con from 0.00147944 to 0.00147945
Heightened Def Con from 0.00147945 to 0.00147945
Heightened Def Con from 0.00147945 to 0.00147946
Heightened Def Con from 0.00148456 to 0.00148456
Heightened Def Con from 0.00148958 to 0.00148958
Heightened Def Con from 0.00148959 to 0.0014896
Heightened Def Con from 0.00148979 to 0.00148979
Heightened Def Con from 0.00148979 to 0.00148979
Heightened Def Con from 0.00149978 to 0.00149978
Heightened Def Con from 0.00150491 to 0.00150491
Heightened Def Con from 0.00150491 to 0.00150491
Heightened Def Con from 0.00150491 to 0.00150491
Heightened Def Con from 0.00150998 to 0.00150998
Heightened Def Con from 0.00152009 to 0.00152009
Heightened Def Con from 0.00152009 to 0.00152009
Heightened Def Con from 0.00152009 +to 0.0015201
Heightened Def Con from 0.0015201 to 0.0015201
Heightened Def Con from 0.00152522 to 0.00152523
Heightened Def Con from 0.00152525 to 0.00152525
Heightened Def Con from 0.00153019 to 0.00153019
Heightened Def Con from 0.00153036 to 0.00153036
Heightened Def Con from 0.00153036 to 0.00153036
Heightened Def Con from 0.00153036 to 0.00153037
Heightened Def Con from 0.00153037 to 0.00153037
Heightened Def Con from 0.0015355 to 0.0015355
Heightened Def Con from 0.00153555 to 0.00153555
Heightened Def Con from 0.00153555 to 0.00153555
Heightened Def Con from 0.00153555 to 0.00153555
Heightened Def Con from 0.00153555 to 0.00153555
Heightened Def Con from 0.00153558 to 0.00153558
Heightened Def Con from 0.00153558 to 0.00153558
Heightened Def Con from 0.00153558 to 0.00153559
Heightened Def Con from 0.00154062 to 0.00154062
Heightened Def Con from 0.00154062 to 0.00154062
Heightened Def Con from 0.00154575 to 0.00154575
Heightened Def Con from 0.00154575 to 0.00154575
Heightened Def Con from 0.00154575 to 0.00154575
Heightened Def Con from 0.0015458 to 0.00154581
Heightened Def Con from 0.00155067 to 0.00155067
Heightened Def Con from 0.00155067 to 0.00155067
Heightened Def Con from 0.00155088 to 0.00155088
Heightened Def Con from 0.00155597 to 0.00155597
Heightened Def Con from 0.00155598 to 0.00155598
Heightened Def Con from 0.00156106 to 0.00156107
Heightened Def Con from 0.00157118 to 0.00157119
Heightened Def Con from 0.00157126 to 0.00157127
Heightened Def Con from 0.0015815 to 0.0015815
Heightened Def Con from 0.0015815 to 0.00158151
Heightened Def Con from 0.0015917 to 0.0015917
Heightened Def Con from 0.0015917 to 0.00159171
Heightened Def Con from 0.00159688 to 0.00159688
Heightened Def Con from 0.00160176 to 0.00160176
Heightened Def Con from 0.00160176 to 0.00160176
Heightened Def Con from 0.00160195 to 0.00160196
Heightened Def Con from 0.00160688 to 0.00160688
Heightened Def Con from 0.00160708 to 0.00160708
Heightened Def Con from 0.00160708 to 0.00160709
Heightened Def Con from 0.00160709 to 0.00160709
Heightened Def Con from 0.0016071 to 0.0016071
Heightened Def Con from 0.0016071 to 0.00160711
Heightened Def Con from 0.00161194 to 0.00161194
Heightened Def Con from 0.00161202 to 0.00161202
Heightened Def Con from 0.00161215 to 0.00161215
Heightened Def Con from 0.00161215 to 0.00161216
Heightened Def Con from 0.00161216 to 0.00161216
Heightened Def Con from 0.00161216 to 0.00161216
Heightened Def Con from 0.00161219 to 0.00161219
Heightened Def Con from 0.00161678 to 0.00161678
Heightened Def Con from 0.00161693 to 0.00161693
Heightened Def Con from 0.00161694 to 0.00161694
Heightened Def Con from 0.00161696 to 0.00161696
Heightened Def Con from 0.00161719 to 0.00161719
Heightened Def Con from 0.00162226 to 0.00162226
Heightened Def Con from 0.00162227 to 0.00162227
Heightened Def Con from 0.00162228 to 0.00162228
Heightened Def Con from 0.00162275 to 0.00162275
Heightened Def Con from 0.00163768 to 0.00163768
Heightened Def Con from 0.00164271 to 0.00164271
Heightened Def Con from 0.00164271 to 0.00164272
Heightened Def Con from 0.00164762 to 0.00164762
Heightened Def Con from 0.00164785 to 0.00164785
Heightened Def Con from 0.00164786 to 0.00164786
Heightened Def Con from 0.00165805 to 0.00165806
Heightened Def Con from 0.00166306 to 0.00166307
Heightened Def Con from 0.00166307 to 0.00166307
Heightened Def Con from 0.00166307 to 0.00166307
Heightened Def Con from 0.00166307 to 0.00166307
Heightened Def Con from 0.00167323 to 0.00167324
Heightened Def Con from 0.00167823 to 0.00167824
Heightened Def Con from 0.00168326 to 0.00168327
Heightened Def Con from 0.00168327 to 0.00168327
Heightened Def Con from 0.00168327 to 0.00168327
Heightened Def Con from 0.00168352 to 0.00168352
Heightened Def Con from 0.00168863 to 0.00168864
Heightened Def Con from 0.00168866 to 0.00168866
Heightened Def Con from 0.00169342 to 0.00169342
Heightened Def Con from 0.00169363 to 0.00169363
Heightened Def Con from 0.00169889 to 0.00169889
Heightened Def Con from 0.00170379 to 0.00170379
Heightened Def Con from 0.00170379 to 0.00170379
Heightened Def Con from 0.00170379 to 0.00170379
Heightened Def Con from 0.00170913 to 0.00170913
Heightened Def Con from 0.00171402 to 0.00171402
Heightened Def Con from 0.00171402 to 0.00171403
Heightened Def Con from 0.00171916 to 0.00171917
Heightened Def Con from 0.00172922 to 0.00172922
Heightened Def Con from 0.0017294 to 0.0017294
Heightened Def Con from 0.00173473 to 0.00173473
Heightened Def Con from 0.00173473 to 0.00173474
Heightened Def Con from 0.00173951 to 0.00173951
Heightened Def Con from 0.00173951 to 0.00173951
Heightened Def Con from 0.00173952 to 0.00173952
Heightened Def Con from 0.00173953 to 0.00173953
Heightened Def Con from 0.00173953 to 0.00173953
Heightened Def Con from 0.00173976 to 0.00173976
Heightened Def Con from 0.00174488 to 0.00174488
Heightened Def Con from 0.00174489 to 0.00174489
Heightened Def Con from 0.00174489 to 0.00174489
Heightened Def Con from 0.00174489 to 0.00174489
Heightened Def Con from 0.00175001 to 0.00175001
Heightened Def Con from 0.00175007 to 0.00175007
Heightened Def Con from 0.00175514 to 0.00175515
Heightened Def Con from 0.00175515 to 0.00175515
Heightened Def Con from 0.00176029 to 0.00176029
Heightened Def Con from 0.00176541 to 0.00176541
Heightened Def Con from 0.00176541 to 0.00176541
Heightened Def Con from 0.00176544 to 0.00176544
Heightened Def Con from 0.00177051 to 0.00177051
Heightened Def Con from 0.0017706 to 0.0017706
Heightened Def Con from 0.00177553 to 0.00177553
Heightened Def Con from 0.00177553 to 0.00177554
Heightened Def Con from 0.00177554 to 0.00177554
Heightened Def Con from 0.00178565 to 0.00178565
Heightened Def Con from 0.00179067 to 0.00179067
Heightened Def Con from 0.00179077 to 0.00179077
Heightened Def Con from 0.00179077 to 0.00179077
Heightened Def Con from 0.00179585 to 0.00179586
Heightened Def Con from 0.00179586 to 0.00179587
Heightened Def Con from 0.00179587 to 0.00179587
Heightened Def Con from 0.00181101 to 0.00181101
Heightened Def Con from 0.0018113 to 0.00181131
Heightened Def Con from 0.00181638 to 0.00181638
Heightened Def Con from 0.00181638 to 0.00181638
Heightened Def Con from 0.0018266 to 0.00182661
Heightened Def Con from 0.0018315 to 0.0018315
Heightened Def Con from 0.00183169 to 0.00183169
Heightened Def Con from 0.00183169 to 0.00183169
Heightened Def Con from 0.00183175 to 0.00183176
Heightened Def Con from 0.00183179 to 0.00183179
Heightened Def Con from 0.00183671 to 0.00183672
Heightened Def Con from 0.00183673 to 0.00183674
Heightened Def Con from 0.00183675 to 0.00183675
Heightened Def Con from 0.00183676 to 0.00183676
Heightened Def Con from 0.00184187 to 0.00184188
Heightened Def Con from 0.00184189 to 0.00184189
Heightened Def Con from 0.00185183 to 0.00185183
Heightened Def Con from 0.00185208 to 0.00185208
Heightened Def Con from 0.00185213 to 0.00185214
Heightened Def Con from 0.00186224 to 0.00186224
Heightened Def Con from 0.00186224 to 0.00186224
Heightened Def Con from 0.00186226 to 0.00186227
Heightened Def Con from 0.00186227 to 0.00186227
Heightened Def Con from 0.00186227 to 0.00186227
Heightened Def Con from 0.00186227 to 0.00186227
Heightened Def Con from 0.00186231 to 0.00186231
Heightened Def Con from 0.00186734 to 0.00186734
Heightened Def Con from 0.00187224 to 0.00187224
Heightened Def Con from 0.00187757 to 0.00187758
Heightened Def Con from 0.00187758 to 0.00187758
Heightened Def Con from 0.00187758 to 0.00187758
Heightened Def Con from 0.00188254 to 0.00188254
Heightened Def Con from 0.00188265 to 0.00188265
Heightened Def Con from 0.00188265 to 0.00188266
Heightened Def Con from 0.00188267 to 0.00188268
Heightened Def Con from 0.00188268 to 0.00188268
Heightened Def Con from 0.00188269 to 0.00188269
Heightened Def Con from 0.00188767 to 0.00188767
Heightened Def Con from 0.00188767 to 0.00188768
Heightened Def Con from 0.00188771 to 0.00188771
Heightened Def Con from 0.00189253 to 0.00189253
Heightened Def Con from 0.00189253 to 0.00189254
Heightened Def Con from 0.00189271 to 0.00189271
Heightened Def Con from 0.00189785 to 0.00189785
Heightened Def Con from 0.00189785 to 0.00189786
Heightened Def Con from 0.0019132 to 0.0019132
Heightened Def Con from 0.0019132 to 0.0019132
Heightened Def Con from 0.00191321 to 0.00191321
Heightened Def Con from 0.00191804 to 0.00191804
Heightened Def Con from 0.00191825 to 0.00191825
Heightened Def Con from 0.00191826 to 0.00191827
Heightened Def Con from 0.00192341 to 0.00192341
Heightened Def Con from 0.00192825 to 0.00192825
Heightened Def Con from 0.00192849 to 0.00192849
Heightened Def Con from 0.0019285 to 0.0019285
Heightened Def Con from 0.0019285 to 0.00192851
Heightened Def Con from 0.00193332 to 0.00193332
Heightened Def Con from 0.00193873 to 0.00193873
Heightened Def Con from 0.00193873 to 0.00193874
Heightened Def Con from 0.00194381 to 0.00194381
Heightened Def Con from 0.00194386 to 0.00194386
Heightened Def Con from 0.00194391 to 0.00194391
Heightened Def Con from 0.00194391 to 0.00194392
Heightened Def Con from 0.00194899 to 0.00194899
Heightened Def Con from 0.00195381 to 0.00195381
Heightened Def Con from 0.00195398 to 0.00195399
Heightened Def Con from 0.00195414 to 0.00195414
Heightened Def Con from 0.00195903 to 0.00195904
Heightened Def Con from 0.00195921 to 0.00195921
Heightened Def Con from 0.00195921 to 0.00195921
Heightened Def Con from 0.00195921 to 0.00195921
Heightened Def Con from 0.00195922 to 0.00195922
Heightened Def Con from 0.00196435 to 0.00196435
Heightened Def Con from 0.00196435 to 0.00196435
Heightened Def Con from 0.00197431 to 0.00197432
Heightened Def Con from 0.00197432 to 0.00197432
Heightened Def Con from 0.00197452 to 0.00197452
Heightened Def Con from 0.00197459 to 0.0019746
Heightened Def Con from 0.0019949 to 0.00199491
Heightened Def Con from 0.00199499 to 0.00199499
Heightened Def Con from 0.0020001 to 0.0020001
Heightened Def Con from 0.0020001 to 0.0020001
Heightened Def Con from 0.00200011 to 0.00200011
Heightened Def Con from 0.00200011 to 0.00200011
Heightened Def Con from 0.0020052 to 0.0020052
Heightened Def Con from 0.00201538 to 0.00201539
Heightened Def Con from 0.00202053 to 0.00202053
Heightened Def Con from 0.00202571 to 0.00202571
Heightened Def Con from 0.00202571 to 0.00202571
Heightened Def Con from 0.0020355 to 0.0020355
Heightened Def Con from 0.00204079 to 0.0020408
Heightened Def Con from 0.00204603 to 0.00204603
Heightened Def Con from 0.00204603 to 0.00204603
Heightened Def Con from 0.00205604 to 0.00205604
Heightened Def Con from 0.00205622 to 0.00205623
Heightened Def Con from 0.00206114 to 0.00206114
Heightened Def Con from 0.00206633 to 0.00206633
Heightened Def Con from 0.00206646 to 0.00206646
Heightened Def Con from 0.00207149 to 0.00207149
Heightened Def Con from 0.00208177 to 0.00208178
Heightened Def Con from 0.00208684 to 0.00208684
Heightened Def Con from 0.00209689 to 0.00209689
Heightened Def Con from 0.00209689 to 0.00209689
Heightened Def Con from 0.00209689 to 0.0020969
Heightened Def Con from 0.00210175 to 0.00210176
Heightened Def Con from 0.00210176 to 0.00210176
Heightened Def Con from 0.00210712 to 0.00210712
Heightened Def Con from 0.00211218 to 0.00211218
Heightened Def Con from 0.00211739 to 0.00211739
Heightened Def Con from 0.00212243 to 0.00212243
Heightened Def Con from 0.00212245 to 0.00212245
Heightened Def Con from 0.00212247 to 0.00212247
Heightened Def Con from 0.00212247 to 0.00212248
Heightened Def Con from 0.00212248 to 0.00212248
Heightened Def Con from 0.00212275 to 0.00212275
Heightened Def Con from 0.00212761 to 0.00212761
Heightened Def Con from 0.00212765 to 0.00212766
Heightened Def Con from 0.00213269 to 0.00213269
Heightened Def Con from 0.00213269 to 0.00213269
Heightened Def Con from 0.00213272 to 0.00213272
Heightened Def Con from 0.00213272 to 0.00213273
Heightened Def Con from 0.00213273 to 0.00213273
Heightened Def Con from 0.00213273 to 0.00213274
Heightened Def Con from 0.00214295 to 0.00214295
Heightened Def Con from 0.00214298 to 0.00214298
Heightened Def Con from 0.00214813 to 0.00214813
Heightened Def Con from 0.00215321 to 0.00215322
Heightened Def Con from 0.00216346 to 0.00216346
Heightened Def Con from 0.00216348 to 0.00216349
Heightened Def Con from 0.00216853 to 0.00216853
Heightened Def Con from 0.00216858 to 0.00216859
Heightened Def Con from 0.00217863 to 0.00217863
Heightened Def Con from 0.00217863 to 0.00217863
Heightened Def Con from 0.00217864 to 0.00217864
Heightened Def Con from 0.00217866 to 0.00217866
Heightened Def Con from 0.00217866 to 0.00217866
Heightened Def Con from 0.00217867 to 0.00217867
Heightened Def Con from 0.00217885 to 0.00217885
Heightened Def Con from 0.00217891 to 0.00217891
Heightened Def Con from 0.00218396 to 0.00218396
Heightened Def Con from 0.00218899 to 0.002189
Heightened Def Con from 0.00219391 to 0.00219391
Heightened Def Con from 0.00219413 to 0.00219413
Heightened Def Con from 0.00219414 to 0.00219414
Heightened Def Con from 0.00219926 to 0.00219926
Heightened Def Con from 0.00219932 to 0.00219932
Heightened Def Con from 0.00220931 to 0.00220931
Heightened Def Con from 0.00220945 to 0.00220946
Heightened Def Con from 0.00220953 to 0.00220954
Heightened Def Con from 0.00220958 to 0.00220958
Heightened Def Con from 0.00220958 to 0.00220958
Heightened Def Con from 0.00221955 to 0.00221955
Heightened Def Con from 0.00221977 to 0.00221978
Heightened Def Con from 0.00221978 to 0.00221978
Heightened Def Con from 0.00222481 to 0.00222481
Heightened Def Con from 0.00222484 to 0.00222484
Heightened Def Con from 0.0022298 to 0.0022298
Heightened Def Con from 0.0022298 to 0.00222981
Heightened Def Con from 0.00223506 to 0.00223507
Heightened Def Con from 0.00223509 to 0.00223509
Heightened Def Con from 0.00223999 to 0.00223999
Heightened Def Con from 0.00224534 to 0.00224534
Heightened Def Con from 0.00225544 to 0.00225544
Heightened Def Con from 0.0022556 to 0.0022556
Heightened Def Con from 0.0022556 to 0.0022556
Heightened Def Con from 0.0022556 to 0.0022556
Heightened Def Con from 0.00226067 to 0.00226068
Heightened Def Con from 0.0022658 to 0.0022658
Heightened Def Con from 0.0022658 to 0.00226581
Heightened Def Con from 0.00227596 to 0.00227597
Heightened Def Con from 0.00227606 to 0.00227607
Heightened Def Con from 0.00227608 to 0.00227608
Heightened Def Con from 0.0022812 to 0.0022812
Heightened Def Con from 0.0022812 to 0.0022812
Heightened Def Con from 0.00228121 to 0.00228121
Heightened Def Con from 0.00228124 to 0.00228124
Heightened Def Con from 0.00228124 to 0.00228124
Heightened Def Con from 0.00228132 to 0.00228132
Heightened Def Con from 0.00228132 to 0.00228132
Heightened Def Con from 0.00228599 to 0.00228599
Heightened Def Con from 0.00229114 to 0.00229114
Heightened Def Con from 0.00229136 to 0.00229136
Heightened Def Con from 0.00229137 to 0.00229137
Heightened Def Con from 0.00229137 to 0.00229137
Heightened Def Con from 0.00229137 to 0.00229137
Heightened Def Con from 0.00229647 to 0.00229648
Heightened Def Con from 0.00229648 to 0.00229649
Heightened Def Con from 0.00229649 to 0.00229649
Heightened Def Con from 0.00229649 to 0.00229649
Heightened Def Con from 0.00229649 to 0.0022965
Heightened Def Con from 0.00230131 to 0.00230131
Heightened Def Con from 0.00230131 to 0.00230132
Heightened Def Con from 0.0023016 to 0.00230161
Heightened Def Con from 0.00230162 to 0.00230162
Heightened Def Con from 0.00230162 to 0.00230163
Heightened Def Con from 0.00230666 to 0.00230666
Heightened Def Con from 0.00230667 to 0.00230667
Heightened Def Con from 0.00230674 to 0.00230675
Heightened Def Con from 0.00230675 to 0.00230675
Heightened Def Con from 0.00230675 to 0.00230676
Heightened Def Con from 0.00231162 to 0.00231163
Heightened Def Con from 0.00231163 to 0.00231163
Heightened Def Con from 0.00232205 to 0.00232205
Heightened Def Con from 0.00232717 to 0.00232718
Heightened Def Con from 0.0023272 to 0.0023272
